ParticipantNo,lChoice,lValue,rChoice,rValue
21,1616,5.21,2351,5.49
21,2500,6.16,5626,6.71
21,7014,5.15,2435,5.84
21,5455,5.79,7190,5.55
21,2372,5.48,2362,6.74
21,2880,5.18,7660,6.61
21,7019,5.2,7495,5.9
21,2020,5.68,4613,5.34
21,2593,5.8,1419,6.54
21,7830,5.26,8179,6.48
21,7140,5.5,2579,5.53
21,1942,6.26,2870,5.31
21,2392,6.15,1660,6.49
21,2374,6.29,5410,6.11
21,7490,5.52,7192,5.77
21,1903,5.5,2514,5.19
21,7530,6.71,8260,6.18
21,7546,5.4,9156,6.43
21,8193,6.73,5628,6.51
21,7900,6.5,2594,6.05
21,7710,5.42,1900,6.65
21,5665,6.15,2575,5.46
21,2060,6.49,7291,6.35
21,7632,5.22,5635,6.25
21,5950,5.99,2217,6.24
21,5764,6.74,5622,6.33
21,7505,6.1,2019,6.07
21,2521,5.78,5990,6.54
21,1659,6.57,7183,5.58
21,2273,5.41,2010,6.25
21,2616,5.97,7507,6.25
21,5849,6.65,7238,6.43
21,8192,5.52,7182,5.16
21,2032,5.58,8161,6.71
21,4645,6.73,4625,6.4
21,8312,5.37,5711,6.62
21,2122,5.15,8117,6.02
21,1640,6.16,6250,6.32
21,7021,5.21,7057,5.35
21,7320,6.54,8208,6.79
21,7340,6.68,7242,5.28
21,7352,6.2,5720,6.31
21,7300,5.64,8600,6.38
21,8467,6.35,2358,6.56
21,5390,5.59,7205,5.56
21,4600,6.41,5215,6.83
21,4598,6.33,7250,6.62
21,7248,5.22,7440,6.32
21,1675,5.24,5661,5.96
21,7460,6.81,2900,6.62
21,1650,6.65,2511,6.21
21,8251,6.16,2036,5.8
21,5531,5.15,7506,5.34
21,7547,5.21,2357,5.41
21,7550,5.27,7489,6.54
21,7039,5.93,2037,6.42
21,7513,5.45,2606,5.92
21,7052,5.33,2389,6.61
21,1908,5.28,7100,5.24
21,2445,5.39,2235,5.64
21,7351,5.82,5890,6.67
21,2038,5.09,2720,5.43
21,2411,5.07,5510,5.15
21,5020,6.32,8280,6.38
21,7482,6.36,7095,5.99
21,7820,5.39,7515,6.19
21,7033,5.4,2980,5.61
21,7165,6.09,7390,6.84
21,2377,5.19,2305,5.41
21,5533,5.31,1720,6.79
22,8250,6.19,7286,6.36
22,2390,5.4,2102,5.16
22,2620,5.93,5990,6.54
22,7080,5.27,8192,5.52
22,2235,5.64,2010,6.25
22,7057,5.35,7291,6.35
22,7530,6.71,5500,5.42
22,4619,6.46,5731,5.39
22,2152,6.93,7620,5.78
22,5410,6.11,5900,5.93
22,2037,6.42,7506,5.34
22,2515,6.09,8325,5.63
22,5301,6.54,5533,5.31
22,7513,5.45,8600,6.38
22,8161,6.71,8117,6.02
22,7450,6.4,8341,6.25
22,1640,6.27,5040,5.39
22,7340,6.68,2445,5.39
22,7061,5.4,5626,6.71
22,5530,5.38,8280,6.38
22,8467,6.35,7472,6.25
22,2560,6.34,7165,6.09
22,2019,6.07,8031,6.76
22,5300,6.91,1675,5.24
22,7497,5.19,7500,5.33
22,5510,5.15,7475,6.33
22,8260,6.18,2342,6.2
22,7493,5.35,1810,6.52
22,4600,6.41,2107,5.53
22,5215,6.83,2514,5.19
22,7510,6.05,1616,5.21
22,4536,6.01,7461,5.8
22,8193,6.73,2036,5.8
22,2018,5.56,7351,5.82
22,8206,6.43,1450,6.37
22,7001,5.32,1595,6.22
22,4625,6.4,7300,5.64
22,2122,5.15,2980,5.61
22,4645,6.73,7052,5.33
22,2521,5.78,1650,6.65
22,8320,6.24,7900,6.5
22,7440,6.32,1659,6.57
22,5890,6.67,5531,5.15
22,8130,6.58,7021,5.21
22,7233,5.09,7499,6.47
22,2606,5.92,8251,6.16
22,7550,5.27,2513,5.8
22,7188,5.5,2593,5.8
22,4100,6.11,8021,6.79
22,7248,5.22,1560,5.97
22,2870,5.31,7205,5.56
22,5628,6.51,2358,6.56
22,7042,5.55,2511,6.21
22,2435,5.84,7489,6.54
22,7237,5.43,2489,5.66
22,7490,5.52,7100,5.24
22,7512,5.38,8179,6.48
22,2392,6.15,5764,6.74
22,5020,6.32,7182,5.16
22,2488,5.73,7515,6.19
22,2191,5.3,1947,5.85
22,1660,6.49,5471,5.21
22,2579,5.53,7014,5.15
22,7460,6.81,8191,6.07
22,7179,5.06,2597,5.61
22,7279,6.22,4617,6.6
22,7095,5.99,1908,5.28
22,2032,5.58,2372,5.48
22,8620,6.04,7660,6.61
22,7507,6.25,8158,6.53
22,1605,6.59,8118,6.14
22,5665,6.15,5750,6.6
22,5849,6.65,4598,6.33
22,5635,6.25,5800,6.36
22,7509,6.03,2060,6.49
22,7026,5.38,7632,5.22
22,2038,5.09,7238,6.43
22,7477,6.12,7547,5.21
22,5740,5.21,1903,5.5
22,2575,5.46,8211,5.76
22,7354,5.51,7496,5.92
22,5395,5.34,2900,6.62
22,7019,5.2,2305,5.41
22,8208,6.79,5726,6.23
22,8040,6.64,5250,6.08
22,2357,5.41,7482,6.36
22,2442,6.17,7546,5.4
22,8205,6.62,7830,5.26
22,2594,6.05,2880,5.18
22,5711,6.62,1942,6.26
22,2308,5.22,7600,5.9
22,2411,5.07,2720,5.43
22,7033,5.4,2339,6.72
22,7192,5.77,1419,6.54
22,7190,5.55,2302,6.43
22,7390,6.84,7505,6.1
22,8311,5.88,7501,6.85
22,5720,6.31,7320,6.54
22,7503,5.77,4613,5.34
22,5390,5.59,7195,6.02
23,8250,6.19,7512,5.38
23,8341,6.25,2038,5.09
23,2377,5.19,7390,6.84
23,1903,5.5,7501,6.85
23,2025,5.78,7026,5.38
23,8021,6.79,8192,5.52
23,2351,5.49,2513,5.8
23,7096,5.54,7354,5.51
23,2018,5.56,2122,5.15
23,7057,5.35,7352,6.2
23,7620,5.78,2500,6.16
23,7014,5.15,2489,5.66
23,1640,6.27,2411,5.07
23,1675,5.24,7340,6.68
23,5628,6.51,5250,6.08
23,8620,6.04,7477,6.12
23,8465,5.96,7830,5.26
23,7499,6.47,7192,5.77
23,7286,6.36,7140,5.5
23,7450,6.4,7497,5.19
23,7495,5.9,2579,5.53
23,7242,5.28,2056,6.34
23,2019,6.07,2597,5.61
23,2620,5.93,2616,5.97
23,5990,6.54,7547,5.21
23,8191,6.07,5530,5.38
23,7042,5.55,5390,5.59
23,2152,6.93,1947,5.85
23,1605,6.59,5215,6.83
23,8031,6.76,2511,6.21
23,2359,5.87,7461,5.8
23,7195,6.02,2560,6.34
23,8311,5.88,7190,5.55
23,1670,5.82,5890,6.67
23,2339,6.72,2372,5.48
23,1595,6.22,7100,5.24
23,1810,6.52,5720,6.31
23,5455,5.79,2037,6.42
23,2362,6.74,2382,5.67
23,5900,5.93,1660,6.49
23,2390,5.4,2720,5.43
23,5661,5.96,8193,6.73
23,2060,6.49,1450,6.37
23,2606,5.92,7900,6.5
23,2980,5.61,7205,5.56
23,5520,5.33,5870,6.78
23,1942,6.26,7515,6.19
23,2308,5.22,5665,6.15
23,4619,6.46,4617,6.6
23,4625,6.4,7182,5.16
23,7510,6.05,1900,6.65
23,4100,6.11,1333,6.11
23,5020,6.32,7503,5.77
23,5040,5.39,5800,6.36
23,7053,5.22,5711,6.62
23,1910,6.71,7021,5.21
23,2435,5.84,8325,5.63
23,5622,6.33,7513,5.45
23,6250,6.32,8118,6.14
23,7238,6.43,8040,6.64
23,7451,6.68,7188,5.5
23,7095,5.99,7237,5.43
23,2384,5.92,1616,5.21
23,7632,5.22,8251,6.16
23,7475,6.33,8179,6.48
23,5471,5.21,7660,6.61
23,2374,6.29,7710,5.42
23,7489,6.54,7493,5.35
23,2102,5.16,2191,5.3
23,2870,5.31,2273,5.41
23,7507,6.25,2020,5.68
23,5750,6.6,8158,6.53
23,7039,5.93,7500,5.33
23,7248,5.22,2593,5.8
23,1560,5.97,1650,6.65
23,1850,6.15,2442,6.17
23,8205,6.62,2392,6.15
23,7279,6.22,8211,5.76
23,4613,5.34,5950,5.99
23,1720,6.79,7496,5.92
23,2235,5.64,5626,6.71
23,1659,6.57,4600,6.41
23,7250,6.62,5410,6.11
23,7033,5.4,5849,6.65
23,5533,5.31,2445,5.39
23,2635,5.22,8280,6.38
23,2010,6.25,7320,6.54
23,8206,6.43,2358,6.56
23,2107,5.53,5593,6.47
23,2880,5.18,2605,6.26
23,7440,6.32,7546,5.4
23,8208,6.79,7165,6.09
23,2575,5.46,2900,6.62
23,7505,6.1,5635,6.25
23,7019,5.2,2521,5.78
23,7052,5.33,8161,6.71
23,5875,6.03,2506,5.67
23,2389,6.61,4598,6.33
23,7472,6.25,7600,5.9
23,2302,6.43,2342,6.2
24,7472,6.25,7001,5.32
24,8179,6.48,4598,6.33
24,4536,6.01,8325,5.63
24,5764,6.74,2019,6.07
24,5531,5.15,7488,6.19
24,2593,5.8,7493,5.35
24,8260,6.18,8311,5.88
24,7503,5.77,8021,6.79
24,2010,6.25,1903,5.5
24,1659,6.57,8320,6.24
24,1419,6.54,2358,6.56
24,2880,5.18,2513,5.8
24,2606,5.92,7501,6.85
24,4645,6.73,2389,6.61
24,7354,5.51,2377,5.19
24,5740,5.21,2107,5.53
24,7320,6.54,2374,6.29
24,7390,6.84,5530,5.38
24,7165,6.09,5410,6.11
24,1670,5.82,6250,6.32
24,2036,5.8,5731,5.39
24,2411,5.07,2514,5.19
24,7179,5.06,2384,5.92
24,7192,5.77,7546,5.4
24,8467,6.35,2442,6.17
24,2302,6.43,5300,6.91
24,7510,6.05,4617,6.6
24,8620,6.04,2597,5.61
24,5875,6.03,7440,6.32
24,2122,5.15,9156,6.43
24,2372,5.48,7182,5.16
24,2351,5.49,7033,5.4
24,2506,5.67,2235,5.64
24,5628,6.51,5665,6.15
24,2037,6.42,1947,5.85
24,8312,5.37,7238,6.43
24,7490,5.52,7195,6.02
24,7286,6.36,8192,5.52
24,2720,5.43,2191,5.3
24,1910,6.71,5390,5.59
24,1675,5.24,1616,5.21
24,5890,6.67,8280,6.38
24,2515,6.09,2488,5.73
24,5510,5.15,2032,5.58
24,5301,6.54,8211,5.76
24,7550,5.27,7057,5.35
24,8031,6.76,2273,5.41
24,7021,5.21,7017,5.18
24,5870,6.78,2018,5.56
24,5593,6.47,7482,6.36
24,2217,6.24,5726,6.23
24,7506,5.34,2500,6.16
24,8600,6.38,1333,6.11
24,2102,5.16,2870,5.31
24,8206,6.43,7242,5.28
24,7830,5.26,1595,6.22
24,7632,5.22,2635,5.22
24,7100,5.24,7451,6.68
24,8208,6.79,4613,5.34
24,2390,5.4,2362,6.74
24,7140,5.5,8191,6.07
24,7495,5.9,1900,6.65
24,7460,6.81,1640,6.16
24,5455,5.79,2575,5.46
24,5520,5.33,1942,6.26
24,7279,6.22,7237,5.43
24,2092,6.28,5900,5.93
24,5950,5.99,7500,5.33
24,8251,6.16,7475,6.33
24,7188,5.5,7240,6.02
24,7660,6.61,1650,6.65
24,2025,5.78,7080,5.27
24,7496,5.92,5040,5.39
24,8117,6.02,2382,5.67
24,7530,6.71,5020,6.32
24,2521,5.78,7509,6.03
24,2152,6.93,7515,6.19
24,8193,6.73,5750,6.6
24,7250,6.62,5720,6.31
24,2560,6.34,2342,6.2
24,1908,5.28,1640,6.27
24,5395,5.34,5471,5.21
24,7233,5.09,2038,5.09
24,5250,6.08,7900,6.5
24,7513,5.45,4625,6.4
24,7512,5.38,7547,5.21
24,2305,5.41,7042,5.55
24,7026,5.38,2392,6.15
24,7351,5.82,7499,6.47
24,7820,5.39,7052,5.33
24,2605,6.26,7620,5.78
24,8250,6.19,2579,5.53
24,8130,6.58,5215,6.83
24,7019,5.2,5500,5.42
24,7489,6.54,7497,5.19
24,7183,5.58,7014,5.15
24,7340,6.68,5990,6.54
24,2020,5.68,1560,5.97
24,2359,5.87,1605,6.59
24,7248,5.22,7096,5.54
25,7053,5.22,1333,6.11
25,1659,6.57,2374,6.29
25,2500,6.16,8280,6.38
25,2191,5.3,5390,5.59
25,8192,5.52,5593,6.47
25,1419,6.54,2575,5.46
25,5395,5.34,5849,6.65
25,8211,5.76,7495,5.9
25,8021,6.79,8117,6.02
25,7188,5.5,2579,5.53
25,7351,5.82,7014,5.15
25,2435,5.84,7496,5.92
25,7061,5.4,1560,5.97
25,4536,6.01,7512,5.38
25,7505,6.1,2056,6.34
25,2980,5.61,2020,5.68
25,7019,5.2,1605,6.59
25,1650,6.65,7165,6.09
25,7354,5.51,7900,6.5
25,7001,5.32,7026,5.38
25,7248,5.22,8158,6.53
25,7451,6.68,7242,5.28
25,1900,6.65,7100,5.24
25,2305,5.41,8118,6.14
25,2235,5.64,7450,6.4
25,2720,5.43,7195,6.02
25,2010,6.25,2514,5.19
25,2358,6.56,8179,6.48
25,2339,6.72,2025,5.78
25,7021,5.21,8467,6.35
25,1942,6.26,5215,6.83
25,2092,6.28,7477,6.12
25,2488,5.73,1910,6.71
25,5720,6.31,2302,6.43
25,5900,5.93,5510,5.15
25,4645,6.73,8205,6.62
25,7503,5.77,7830,5.26
25,2037,6.42,7042,5.55
25,5300,6.91,8260,6.18
25,2521,5.78,7096,5.54
25,2019,6.07,8161,6.71
25,2308,5.22,7039,5.93
25,8341,6.25,2515,6.09
25,1595,6.22,7279,6.22
25,2351,5.49,2605,6.26
25,6250,6.32,2359,5.87
25,2442,6.17,2107,5.53
25,8250,6.19,2102,5.16
25,7250,6.62,7192,5.77
25,1903,5.5,5635,6.25
25,8193,6.73,5740,5.21
25,8208,6.79,5622,6.33
25,7140,5.5,5764,6.74
25,7179,5.06,2060,6.49
25,7460,6.81,5661,5.96
25,8325,5.63,7497,5.19
25,8311,5.88,4625,6.4
25,1450,6.37,7499,6.47
25,7440,6.32,7501,6.85
25,2372,5.48,2593,5.8
25,8040,6.64,2389,6.61
25,2032,5.58,5471,5.21
25,7710,5.42,1616,5.21
25,5875,6.03,5731,5.39
25,2036,5.8,7352,6.2
25,7513,5.45,7233,5.09
25,7095,5.99,1670,5.82
25,7238,6.43,4100,6.11
25,8620,6.04,7205,5.56
25,8130,6.58,7546,5.4
25,1908,5.28,2560,6.34
25,7509,6.03,2038,5.09
25,7472,6.25,7550,5.27
25,2152,6.93,7547,5.21
25,4613,5.34,8312,5.37
25,5990,6.54,8191,6.07
25,7340,6.68,2392,6.15
25,7190,5.55,7182,5.16
25,7620,5.78,2390,5.4
25,2511,6.21,7530,6.71
25,2597,5.61,5040,5.39
25,7475,6.33,7500,5.33
25,7057,5.35,2616,5.97
25,2217,6.24,7017,5.18
25,7510,6.05,2506,5.67
25,2377,5.19,2445,5.39
25,2018,5.56,7080,5.27
25,2411,5.07,7183,5.58
25,5890,6.67,7489,6.54
25,2620,5.93,1810,6.52
25,4617,6.6,1947,5.85
25,8465,5.96,2342,6.2
25,8600,6.38,5665,6.15
25,5250,6.08,5301,6.54
25,2635,5.22,5020,6.32
25,5533,5.31,7300,5.64
25,9156,6.43,1720,6.79
25,7291,6.35,8320,6.24
25,4600,6.41,2880,5.18
25,2382,5.67,7052,5.33
26,8250,6.19,5661,5.96
26,7460,6.81,5040,5.39
26,7900,6.5,8205,6.62
26,7440,6.32,5390,5.59
26,5900,5.93,7033,5.4
26,5740,5.21,7513,5.45
26,7482,6.36,2593,5.8
26,7710,5.42,2720,5.43
26,7512,5.38,7195,6.02
26,2217,6.24,5635,6.25
26,5471,5.21,7039,5.93
26,5250,6.08,7320,6.54
26,7061,5.4,7505,6.1
26,2339,6.72,2560,6.34
26,2511,6.21,7461,5.8
26,2351,5.49,2025,5.78
26,7632,5.22,7495,5.9
26,7546,5.4,7488,6.19
26,5750,6.6,2411,5.07
26,2442,6.17,7205,5.56
26,7026,5.38,7497,5.19
26,5890,6.67,8206,6.43
26,2020,5.68,2036,5.8
26,1903,5.5,7096,5.54
26,2357,5.41,5020,6.32
26,4100,6.11,7192,5.77
26,7237,5.43,5533,5.31
26,1900,6.65,1560,5.97
26,5215,6.83,7390,6.84
26,2374,6.29,1616,5.21
26,8192,5.52,8161,6.71
26,5530,5.38,2389,6.61
26,2500,6.16,5531,5.15
26,2010,6.25,2032,5.58
26,7515,6.19,7496,5.92
26,5395,5.34,8465,5.96
26,2620,5.93,7354,5.51
26,7820,5.39,1659,6.57
26,5800,6.36,8320,6.24
26,7472,6.25,4536,6.01
26,1605,6.59,7182,5.16
26,8130,6.58,7183,5.58
26,2489,5.66,8031,6.76
26,2597,5.61,2037,6.42
26,7490,5.52,7830,5.26
26,1450,6.37,7451,6.68
26,7291,6.35,2359,5.87
26,2056,6.34,5849,6.65
26,7501,6.85,9156,6.43
26,2305,5.41,2019,6.07
26,7042,5.55,7240,6.02
26,2488,5.73,5510,5.15
26,2107,5.53,8620,6.04
26,7300,5.64,2102,5.16
26,7001,5.32,1640,6.16
26,2377,5.19,7019,5.2
26,7547,5.21,1675,5.24
26,8117,6.02,1333,6.11
26,8118,6.14,2606,5.92
26,7017,5.18,5410,6.11
26,7242,5.28,1660,6.49
26,2514,5.19,2382,5.67
26,8312,5.37,1942,6.26
26,2152,6.93,1850,6.15
26,7477,6.12,7620,5.78
26,2390,5.4,7279,6.22
26,7499,6.47,5720,6.31
26,2635,5.22,8021,6.79
26,2372,5.48,1670,5.82
26,4598,6.33,7500,5.33
26,5726,6.23,2605,6.26
26,8260,6.18,7100,5.24
26,5875,6.03,1650,6.65
26,7503,5.77,7250,6.62
26,2900,6.62,7165,6.09
26,7238,6.43,2980,5.61
26,8040,6.64,8311,5.88
26,2521,5.78,7510,6.05
26,1947,5.85,5665,6.15
26,5593,6.47,2362,6.74
26,4617,6.6,2018,5.56
26,2302,6.43,1910,6.71
26,7509,6.03,7140,5.5
26,2038,5.09,2870,5.31
26,7450,6.4,1810,6.52
26,7340,6.68,7352,6.2
26,8600,6.38,5622,6.33
26,1720,6.79,7179,5.06
26,5731,5.39,5520,5.33
26,2342,6.2,5990,6.54
26,7052,5.33,7014,5.15
26,8158,6.53,1908,5.28
26,7600,5.9,2435,5.84
26,8208,6.79,1640,6.27
26,1595,6.22,5628,6.51
26,7233,5.09,8191,6.07
26,2594,6.05,7080,5.27
26,7530,6.71,8211,5.76
26,4619,6.46,2235,5.64
26,7351,5.82,5301,6.54
27,2102,5.16,5731,5.39
27,1810,6.52,7039,5.93
27,5530,5.38,5740,5.21
27,2359,5.87,2515,6.09
27,7490,5.52,2605,6.26
27,5626,6.71,6250,6.32
27,7001,5.32,5720,6.31
27,5870,6.78,7233,5.09
27,4598,6.33,5849,6.65
27,5593,6.47,5950,5.99
27,2560,6.34,2597,5.61
27,7620,5.78,1947,5.85
27,7183,5.58,8193,6.73
27,7509,6.03,2019,6.07
27,5520,5.33,2308,5.22
27,7477,6.12,2445,5.39
27,7095,5.99,8620,6.04
27,5900,5.93,7505,6.1
27,4536,6.01,2010,6.25
27,7291,6.35,7057,5.35
27,8211,5.76,2382,5.67
27,7080,5.27,7497,5.19
27,5635,6.25,2593,5.8
27,2870,5.31,7096,5.54
27,7600,5.9,5800,6.36
27,7900,6.5,1650,6.65
27,7165,6.09,8260,6.18
27,8192,5.52,2377,5.19
27,5390,5.59,1903,5.5
27,8312,5.37,5455,5.79
27,7354,5.51,2513,5.8
27,7830,5.26,7188,5.5
27,1670,5.82,2500,6.16
27,2579,5.53,9156,6.43
27,2152,6.93,2374,6.29
27,2489,5.66,8280,6.38
27,2302,6.43,1908,5.28
27,4625,6.4,1720,6.79
27,8325,5.63,7019,5.2
27,8161,6.71,8251,6.16
27,2488,5.73,5510,5.15
27,1910,6.71,7300,5.64
27,1605,6.59,5622,6.33
27,2384,5.92,5301,6.54
27,4100,6.11,8206,6.43
27,7195,6.02,4617,6.6
27,5040,5.39,7546,5.4
27,1850,6.15,7190,5.55
27,2606,5.92,7237,5.43
27,2435,5.84,8320,6.24
27,8158,6.53,8040,6.64
27,7279,6.22,8341,6.25
27,7248,5.22,2575,5.46
27,2060,6.49,7242,5.28
27,7489,6.54,7493,5.35
27,8117,6.02,5500,5.42
27,8208,6.79,1419,6.54
27,5890,6.67,2032,5.58
27,4613,5.34,7286,6.36
27,7820,5.39,8118,6.14
27,2980,5.61,8179,6.48
27,5020,6.32,2392,6.15
27,2020,5.68,7052,5.33
27,7515,6.19,5875,6.03
27,7461,5.8,7240,6.02
27,5750,6.6,7460,6.81
27,2900,6.62,5726,6.23
27,5533,5.31,7053,5.22
27,7021,5.21,2235,5.64
27,7507,6.25,2037,6.42
27,2362,6.74,2018,5.56
27,2217,6.24,7550,5.27
27,5665,6.15,7500,5.33
27,1660,6.49,1942,6.26
27,7496,5.92,8465,5.96
27,2511,6.21,5395,5.34
27,7530,6.71,7513,5.45
27,7320,6.54,7182,5.16
27,5628,6.51,2305,5.41
27,2107,5.53,7495,5.9
27,7033,5.4,5711,6.62
27,5471,5.21,7140,5.5
27,7352,6.2,2038,5.09
27,7192,5.77,7042,5.55
27,2506,5.67,5764,6.74
27,2036,5.8,7250,6.62
27,7510,6.05,1560,5.97
27,2594,6.05,2092,6.28
27,4645,6.73,1675,5.24
27,2720,5.43,7499,6.47
27,8467,6.35,8600,6.38
27,1640,6.16,7501,6.85
27,2273,5.41,7503,5.77
27,7205,5.56,7475,6.33
27,8130,6.58,2880,5.18
27,7488,6.19,5300,6.91
27,8311,5.88,7238,6.43
27,2351,5.49,7632,5.22
27,2521,5.78,2342,6.2
27,2339,6.72,1900,6.65
28,7710,5.42,7620,5.78
28,7513,5.45,8620,6.04
28,7660,6.61,2720,5.43
28,8161,6.71,8211,5.76
28,7507,6.25,7440,6.32
28,7488,6.19,2107,5.53
28,7461,5.8,8341,6.25
28,2616,5.97,2560,6.34
28,5661,5.96,2445,5.39
28,2351,5.49,7450,6.4
28,4625,6.4,7351,5.82
28,5520,5.33,5740,5.21
28,8208,6.79,5395,5.34
28,8021,6.79,7506,5.34
28,1900,6.65,7547,5.21
28,7495,5.9,7179,5.06
28,7057,5.35,5300,6.91
28,8118,6.14,7546,5.4
28,7182,5.16,2511,6.21
28,5593,6.47,2513,5.8
28,7510,6.05,7100,5.24
28,8193,6.73,5040,5.39
28,8179,6.48,2302,6.43
28,5726,6.23,7493,5.35
28,4600,6.41,2390,5.4
28,7019,5.2,7501,6.85
28,8600,6.38,2489,5.66
28,5665,6.15,5530,5.38
28,4100,6.11,7390,6.84
28,7340,6.68,2056,6.34
28,7033,5.4,2389,6.61
28,2025,5.78,7451,6.68
28,2594,6.05,2308,5.22
28,5622,6.33,2032,5.58
28,4619,6.46,2038,5.09
28,5533,5.31,7053,5.22
28,7140,5.5,4617,6.6
28,1942,6.26,2506,5.67
28,7190,5.55,1910,6.71
28,8117,6.02,7192,5.77
28,7250,6.62,2357,5.41
28,2235,5.64,5720,6.31
28,2020,5.68,7017,5.18
28,7165,6.09,7233,5.09
28,7001,5.32,2152,6.93
28,4536,6.01,5950,5.99
28,5800,6.36,8040,6.64
28,7248,5.22,7550,5.27
28,7503,5.77,8260,6.18
28,2605,6.26,2342,6.2
28,7489,6.54,1419,6.54
28,2037,6.42,1333,6.11
28,5301,6.54,2377,5.19
28,8031,6.76,7237,5.43
28,7472,6.25,7021,5.21
28,8325,5.63,2880,5.18
28,7354,5.51,1616,5.21
28,2635,5.22,5500,5.42
28,1720,6.79,2488,5.73
28,8250,6.19,1903,5.5
28,5731,5.39,2018,5.56
28,2900,6.62,7300,5.64
28,2606,5.92,8130,6.58
28,1670,5.82,2384,5.92
28,7014,5.15,8191,6.07
28,7509,6.03,7512,5.38
28,7515,6.19,6250,6.32
28,2359,5.87,8312,5.37
28,2358,6.56,2575,5.46
28,7080,5.27,7352,6.2
28,7240,6.02,2036,5.8
28,1595,6.22,5764,6.74
28,9156,6.43,5510,5.15
28,5870,6.78,7042,5.55
28,1560,5.97,1908,5.28
28,7052,5.33,7026,5.38
28,8158,6.53,8467,6.35
28,5455,5.79,2305,5.41
28,2980,5.61,2579,5.53
28,1675,5.24,8320,6.24
28,5750,6.6,2500,6.16
28,2372,5.48,5410,6.11
28,8251,6.16,7477,6.12
28,5531,5.15,5711,6.62
28,1640,6.16,2442,6.17
28,7500,5.33,5628,6.51
28,7096,5.54,2019,6.07
28,5626,6.71,5390,5.59
28,4645,6.73,2191,5.3
28,2593,5.8,5250,6.08
28,1605,6.59,2362,6.74
28,2102,5.16,7242,5.28
28,2870,5.31,7505,6.1
28,2411,5.07,8280,6.38
28,1660,6.49,7530,6.71
28,7830,5.26,2060,6.49
28,7499,6.47,7820,5.39
28,7195,6.02,7188,5.5
28,5635,6.25,2620,5.93
28,5471,5.21,7497,5.19
29,5870,6.78,4598,6.33
29,2342,6.2,1419,6.54
29,2372,5.48,7354,5.51
29,8191,6.07,2575,5.46
29,5301,6.54,2606,5.92
29,8205,6.62,2442,6.17
29,7460,6.81,6250,6.32
29,2152,6.93,5875,6.03
29,7140,5.5,2025,5.78
29,5661,5.96,1650,6.65
29,5764,6.74,5530,5.38
29,2359,5.87,2060,6.49
29,2038,5.09,7182,5.16
29,8260,6.18,7820,5.39
29,1942,6.26,5950,5.99
29,8192,5.52,8311,5.88
29,2389,6.61,4617,6.6
29,2445,5.39,5531,5.15
29,1659,6.57,2107,5.53
29,7061,5.4,5410,6.11
29,7499,6.47,7507,6.25
29,2235,5.64,7242,5.28
29,1595,6.22,2037,6.42
29,7490,5.52,7039,5.93
29,2122,5.15,2513,5.8
29,5711,6.62,2489,5.66
29,7451,6.68,7188,5.5
29,5626,6.71,5593,6.47
29,2092,6.28,4100,6.11
29,7190,5.55,7165,6.09
29,7205,5.56,5849,6.65
29,2362,6.74,2010,6.25
29,7505,6.1,8206,6.43
29,7053,5.22,2411,5.07
29,5890,6.67,1605,6.59
29,8031,6.76,7095,5.99
29,2500,6.16,7240,6.02
29,7026,5.38,2392,6.15
29,2357,5.41,7237,5.43
29,7500,5.33,5215,6.83
29,1947,5.85,7830,5.26
29,1670,5.82,2377,5.19
29,7440,6.32,7238,6.43
29,2560,6.34,7192,5.77
29,7493,5.35,7488,6.19
29,2635,5.22,2374,6.29
29,2514,5.19,8193,6.73
29,8341,6.25,7506,5.34
29,7620,5.78,7497,5.19
29,8161,6.71,7001,5.32
29,2594,6.05,5020,6.32
29,8211,5.76,5471,5.21
29,5665,6.15,1640,6.16
29,4536,6.01,2616,5.97
29,1616,5.21,5390,5.59
29,8312,5.37,7510,6.05
29,4613,5.34,5040,5.39
29,7530,6.71,7632,5.22
29,1333,6.11,7515,6.19
29,8620,6.04,2019,6.07
29,1810,6.52,4625,6.4
29,5726,6.23,8130,6.58
29,4619,6.46,2488,5.73
29,5628,6.51,7546,5.4
29,2308,5.22,2302,6.43
29,7057,5.35,2351,5.49
29,7900,6.5,2102,5.16
29,7475,6.33,1850,6.15
29,8158,6.53,5720,6.31
29,2515,6.09,2593,5.8
29,5395,5.34,7472,6.25
29,2382,5.67,2191,5.3
29,2339,6.72,5250,6.08
29,2597,5.61,7482,6.36
29,2521,5.78,7291,6.35
29,7550,5.27,2036,5.8
29,7279,6.22,2880,5.18
29,7600,5.9,2056,6.34
29,8465,5.96,7503,5.77
29,9156,6.43,8021,6.79
29,7183,5.58,7233,5.09
29,5731,5.39,1910,6.71
29,8250,6.19,7450,6.4
29,2579,5.53,7248,5.22
29,8040,6.64,2020,5.68
29,7352,6.2,2870,5.31
29,7096,5.54,5520,5.33
29,1560,5.97,7179,5.06
29,2511,6.21,7496,5.92
29,7513,5.45,1908,5.28
29,5455,5.79,4600,6.41
29,7390,6.84,5740,5.21
29,8179,6.48,7017,5.18
29,7495,5.9,2506,5.67
29,7509,6.03,2305,5.41
29,7660,6.61,8117,6.02
29,5900,5.93,7710,5.42
29,5622,6.33,2720,5.43
29,7033,5.4,7320,6.54
29,8600,6.38,7351,5.82
30,2445,5.39,2900,6.62
30,7489,6.54,5800,6.36
30,2593,5.8,2513,5.8
