ParticipantNo,lChoice,lValue,rChoice,rValue
21,7080,5.27,5849,6.65
21,2056,6.34,7001,5.32
21,5720,6.31,4605,5.59
21,2342,6.2,7096,5.54
21,7509,6.03,2351,5.49
21,7900,6.5,2575,5.46
21,2122,5.15,8325,5.63
21,8178,6.5,5628,6.51
21,2593,5.8,1720,6.79
21,5950,5.99,8220,6.5
21,7190,5.55,7513,5.45
21,7481,6.53,8161,6.71
21,1942,6.26,5215,6.83
21,6250,6.32,2302,6.43
21,4645,6.73,1661,6.14
21,5530,5.38,7460,6.81
21,7512,5.38,2511,6.21
21,5300,6.91,2273,5.41
21,2394,5.76,7450,6.4
21,2518,5.67,7504,5.67
21,4536,6.01,7515,6.19
21,1903,5.5,7014,5.15
21,7248,5.22,7042,5.55
21,2384,5.92,7249,5.24
21,2038,5.09,2442,6.17
21,2635,5.22,1640,6.16
21,7026,5.38,2010,6.25
21,2605,6.26,7632,5.22
21,7505,6.1,2377,5.19
21,7600,5.9,7061,5.4
21,7240,6.02,7499,6.47
21,1616,5.21,7620,5.78
21,7291,6.35,5875,6.03
21,2411,5.07,1121,5.79
21,7179,5.06,2092,6.28
21,7351,5.82,1660,6.49
21,2374,6.29,2308,5.22
21,1810,6.52,5890,6.67
21,4617,6.6,5661,5.96
21,4650,6.96,7195,6.02
21,7550,5.27,7440,6.32
21,8241,5.76,2020,5.68
21,4598,6.33,8208,6.79
21,4677,6.58,7300,5.64
21,5726,6.23,1659,6.57
21,5410,6.11,2358,6.56
21,5520,5.33,7546,5.4
21,7192,5.77,2305,5.41
21,1675,5.24,2362,6.74
21,2580,5.71,7250,6.62
21,7053,5.22,5390,5.59
21,2019,6.07,7183,5.58
21,5990,6.54,2392,6.15
21,2107,5.53,8031,6.76
21,7461,5.8,2870,5.31
21,5622,6.33,5250,6.08
21,5635,6.25,2152,6.93
21,2435,5.84,2385,5.2
21,8179,6.48,1910,6.71
21,2381,5.25,9156,6.43
21,7475,6.33,7506,5.34
21,7510,6.05,8341,6.25
21,7451,6.68,7340,6.68
21,2032,5.58,4604,5.98
21,7482,6.36,2499,5.34
21,2515,6.09,2495,5.22
21,5531,5.15,7320,6.54
21,7500,5.33,5870,6.78
21,4693,6.16,8250,6.19
21,8465,5.96,7495,5.9
21,7354,5.51,7830,5.26
21,5900,5.93,2606,5.92
21,4698,6.5,1450,6.37
21,8117,6.02,5301,6.54
21,1333,6.11,5731,5.39
21,8205,6.62,2880,5.18
21,7489,6.54,8320,6.24
22,8191,6.07,2191,5.3
22,2900,6.62,7530,6.71
22,4598,6.33,7475,6.33
22,8280,6.38,5750,6.6
22,1670,5.82,2560,6.34
22,7286,6.36,5990,6.54
22,2385,5.2,7460,6.81
22,5870,6.78,7165,6.09
22,7546,5.4,8241,5.76
22,7550,5.27,4613,5.34
22,2037,6.42,5410,6.11
22,8021,6.79,7354,5.51
22,2362,6.74,1910,6.71
22,5040,5.39,7001,5.32
22,7096,5.54,2010,6.25
22,7291,6.35,8341,6.25
22,4536,6.01,2377,5.19
22,2506,5.67,5711,6.62
22,2382,5.67,2358,6.56
22,1903,5.5,5661,5.96
22,7482,6.36,7501,6.85
22,7496,5.92,2606,5.92
22,2594,6.05,5455,5.79
22,2600,5.84,5890,6.67
22,7033,5.4,2359,5.87
22,2500,6.16,2390,5.4
22,7205,5.56,8211,5.76
22,4609,6.71,5300,6.91
22,7710,5.42,2597,5.61
22,4698,6.5,8179,6.48
22,1947,5.85,2122,5.15
22,2273,5.41,2575,5.46
22,2357,5.41,2056,6.34
22,2487,5.2,7014,5.15
22,2374,6.29,6250,6.32
22,7489,6.54,7490,5.52
22,5500,5.42,7240,6.02
22,4604,5.98,4650,6.96
22,7281,6.4,5530,5.38
22,8158,6.53,2025,5.78
22,2342,6.2,2092,6.28
22,2381,5.25,7190,5.55
22,4605,5.59,7472,6.25
22,7450,6.4,2880,5.18
22,7285,5.67,7510,6.05
22,7183,5.58,8325,5.63
22,2511,6.21,2518,5.67
22,8040,6.64,2019,6.07
22,5720,6.31,1121,5.79
22,7195,6.02,2308,5.22
22,1640,6.27,5215,6.83
22,2411,5.07,7017,5.18
22,2372,5.48,7019,5.2
22,8600,6.38,7182,5.16
22,7340,6.68,7600,5.9
22,2720,5.43,8192,5.52
22,1605,6.59,2495,5.22
22,7289,6.32,7053,5.22
22,2513,5.8,7320,6.54
22,2320,6.17,2351,5.49
22,2394,5.76,5301,6.54
22,8251,6.16,2579,5.53
22,1661,6.14,1810,6.52
22,2442,6.17,1900,6.65
22,5628,6.51,7515,6.19
22,7830,5.26,7660,6.61
22,1333,6.11,2018,5.56
22,8312,5.37,7547,5.21
22,8311,5.88,7390,6.84
22,8465,5.96,8220,6.5
22,5020,6.32,2980,5.61
22,2514,5.19,7504,5.67
22,7140,5.5,5510,5.15
22,5849,6.65,7233,5.09
22,1450,6.37,7900,6.5
22,7499,6.47,7095,5.99
22,2036,5.8,4606,6.55
22,2499,5.34,7495,5.9
22,7283,5.5,2302,6.43
22,8031,6.76,5622,6.33
22,5593,6.47,2635,5.22
22,1313,5.65,7042,5.55
22,5531,5.15,5731,5.39
22,4601,6.82,8050,6.24
22,4625,6.4,8117,6.02
22,2339,6.72,5250,6.08
22,7352,6.2,8118,6.14
22,7513,5.45,4617,6.6
22,2305,5.41,4619,6.46
22,4693,6.16,8250,6.19
22,7402,5.98,2020,5.68
22,7500,5.33,7820,5.39
22,7237,5.43,2389,6.61
22,7497,5.19,7250,6.62
22,8260,6.18,7620,5.78
22,8208,6.79,1640,6.16
22,7026,5.38,7188,5.5
22,4677,6.58,8130,6.58
22,7238,6.43,5726,6.23
22,7179,5.06,4100,6.11
23,2377,5.19,7512,5.38
23,8050,6.24,4617,6.6
23,7279,6.22,7014,5.15
23,4666,6.24,4698,6.5
23,5410,6.11,7183,5.58
23,5800,6.36,2235,5.64
23,4598,6.33,7284,6.21
23,1650,6.65,7354,5.51
23,7501,6.85,7460,6.81
23,5455,5.79,4601,6.82
23,5215,6.83,5665,6.15
23,7472,6.25,7506,5.34
23,7547,5.21,7495,5.9
23,1419,6.54,5471,5.21
23,4625,6.4,4605,5.59
23,8117,6.02,1605,6.59
23,1660,6.49,2381,5.25
23,5635,6.25,2575,5.46
23,2518,5.67,5533,5.31
23,2515,6.09,7482,6.36
23,2273,5.41,8620,6.04
23,4600,6.41,7285,5.67
23,7481,6.53,1595,6.22
23,8206,6.43,7237,5.43
23,5510,5.15,5764,6.74
23,7026,5.38,2032,5.58
23,7352,6.2,7021,5.21
23,5250,6.08,7061,5.4
23,2384,5.92,2593,5.8
23,1661,6.14,1720,6.79
23,7001,5.32,4619,6.46
23,7188,5.5,2594,6.05
23,2606,5.92,5520,5.33
23,2870,5.31,7509,6.03
23,2056,6.34,2060,6.49
23,7080,5.27,1560,5.97
23,2487,5.2,4650,6.96
23,7250,6.62,2010,6.25
23,2038,5.09,2020,5.68
23,1670,5.82,7019,5.2
23,9156,6.43,7289,6.32
23,8311,5.88,5750,6.6
23,7351,5.82,8021,6.79
23,4606,6.55,8280,6.38
23,7238,6.43,8205,6.62
23,2488,5.73,5301,6.54
23,4604,5.98,2445,5.39
23,2597,5.61,7192,5.77
23,7830,5.26,2411,5.07
23,8178,6.5,7165,6.09
23,5870,6.78,8320,6.24
23,2635,5.22,7095,5.99
23,2389,6.61,7820,5.39
23,8312,5.37,7096,5.54
23,5500,5.42,2107,5.53
23,1675,5.24,2394,5.76
23,7710,5.42,1810,6.52
23,8158,6.53,2122,5.15
23,2342,6.2,4645,6.73
23,5622,6.33,8130,6.58
23,7530,6.71,1640,6.16
23,5395,5.34,7546,5.4
23,7500,5.33,5731,5.39
23,7550,5.27,4693,6.16
23,8193,6.73,1333,6.11
23,7461,5.8,8467,6.35
23,7503,5.77,2720,5.43
23,2616,5.97,7490,5.52
23,1616,5.21,7179,5.06
23,7205,5.56,1659,6.57
23,7600,5.9,2152,6.93
23,7286,6.36,8325,5.63
23,5711,6.62,2980,5.61
23,1121,5.79,2308,5.22
23,2620,5.93,5531,5.15
23,7140,5.5,7340,6.68
23,7900,6.5,4677,6.58
23,2514,5.19,7248,5.22
23,8465,5.96,7052,5.33
23,5875,6.03,7057,5.35
23,1942,6.26,2351,5.49
23,2390,5.4,7451,6.68
23,7100,5.24,2580,5.71
23,2357,5.41,2560,6.34
23,2339,6.72,2217,6.24
23,7240,6.02,2018,5.56
23,2037,6.42,7620,5.78
23,6250,6.32,2521,5.78
23,7499,6.47,1947,5.85
23,1903,5.5,7489,6.54
23,1850,6.15,8220,6.5
23,5020,6.32,7182,5.16
23,8118,6.14,7236,5.64
23,2019,6.07,7515,6.19
23,7033,5.4,8211,5.76
23,7504,5.67,2036,5.8
23,5628,6.51,8191,6.07
23,2880,5.18,7300,5.64
23,2374,6.29,1450,6.37
23,7283,5.5,8161,6.71
24,7249,5.24,1640,6.27
24,7284,6.21,7530,6.71
24,2506,5.67,7042,5.55
24,2560,6.34,8251,6.16
24,7195,6.02,5726,6.23
24,7547,5.21,7188,5.5
24,2191,5.3,7600,5.9
24,6250,6.32,4619,6.46
24,7354,5.51,7351,5.82
24,7477,6.12,8040,6.64
24,2025,5.78,2579,5.53
24,5250,6.08,7830,5.26
24,5740,5.21,4666,6.24
24,7495,5.9,7248,5.22
24,4604,5.98,2342,6.2
24,7057,5.35,2580,5.71
24,8193,6.73,7291,6.35
24,2720,5.43,7236,5.64
24,2620,5.93,8205,6.62
24,7192,5.77,7550,5.27
24,5300,6.91,2362,6.74
24,5720,6.31,2593,5.8
24,7340,6.68,7660,6.61
24,7080,5.27,7512,5.38
24,2359,5.87,7140,5.5
24,8467,6.35,2357,5.41
24,7183,5.58,1900,6.65
24,2489,5.66,5890,6.67
24,5593,6.47,5510,5.15
24,8320,6.24,8211,5.76
24,4536,6.01,4625,6.4
24,2488,5.73,7053,5.22
24,8178,6.5,7504,5.67
24,7509,6.03,2339,6.72
24,7493,5.35,7165,6.09
24,7490,5.52,7460,6.81
24,2597,5.61,1333,6.11
24,8117,6.02,5410,6.11
24,5626,6.71,2635,5.22
24,5800,6.36,2594,6.05
24,7238,6.43,7489,6.54
24,4609,6.71,8161,6.71
24,2575,5.46,2377,5.19
24,7320,6.54,7451,6.68
24,4677,6.58,7279,6.22
24,1616,5.21,2018,5.56
24,4698,6.5,5990,6.54
24,7710,5.42,1903,5.5
24,7095,5.99,7352,6.2
24,5950,5.99,7240,6.02
24,7052,5.33,7546,5.4
24,1450,6.37,8325,5.63
24,8250,6.19,8220,6.5
24,5020,6.32,7233,5.09
24,2518,5.67,8179,6.48
24,1910,6.71,4617,6.6
24,8241,5.76,7632,5.22
24,4598,6.33,7190,5.55
24,2616,5.97,1810,6.52
24,4601,6.82,7182,5.16
24,7472,6.25,2384,5.92
24,7242,5.28,5301,6.54
24,1660,6.49,7620,5.78
24,5711,6.62,7900,6.5
24,5040,5.39,8021,6.79
24,5530,5.38,2606,5.92
24,5520,5.33,8312,5.37
24,7503,5.77,7488,6.19
24,7285,5.67,2442,6.17
24,2511,6.21,2060,6.49
24,8465,5.96,2037,6.42
24,5628,6.51,1720,6.79
24,7021,5.21,2392,6.15
24,5500,5.42,1659,6.57
24,2372,5.48,7096,5.54
24,7475,6.33,7001,5.32
24,2122,5.15,8620,6.04
24,2500,6.16,5622,6.33
24,2390,5.4,5635,6.25
24,8192,5.52,7179,5.06
24,1670,5.82,7820,5.39
24,2880,5.18,2411,5.07
24,7026,5.38,2019,6.07
24,7061,5.4,1121,5.79
24,2092,6.28,7482,6.36
24,5750,6.6,8260,6.18
24,2308,5.22,5731,5.39
24,7505,6.1,1313,5.65
24,7500,5.33,5215,6.83
24,5395,5.34,7496,5.92
24,1640,6.16,4613,5.34
24,7205,5.56,7019,5.2
24,2351,5.49,2381,5.25
24,5900,5.93,8206,6.43
24,1942,6.26,2514,5.19
24,1661,6.14,4672,6
24,2389,6.61,7390,6.84
24,8130,6.58,7250,6.62
24,2900,6.62,7100,5.24
24,2499,5.34,8208,6.79
25,2435,5.84,4604,5.98
25,7026,5.38,7900,6.5
25,7188,5.5,2342,6.2
25,7504,5.67,7281,6.4
25,7496,5.92,1659,6.57
25,2020,5.68,8600,6.38
25,7513,5.45,7830,5.26
25,8220,6.5,2351,5.49
25,2357,5.41,7284,6.21
25,1605,6.59,2616,5.97
25,7547,5.21,7283,5.5
25,8320,6.24,5720,6.31
25,5530,5.38,7237,5.43
25,5740,5.21,7001,5.32
25,7509,6.03,2010,6.25
25,8130,6.58,2302,6.43
25,1313,5.65,1908,5.28
25,4100,6.11,5800,6.36
25,1650,6.65,1333,6.11
25,7497,5.19,1675,5.24
25,2488,5.73,8118,6.14
25,7042,5.55,5628,6.51
25,7285,5.67,2495,5.22
25,7140,5.5,6250,6.32
25,2381,5.25,7236,5.64
25,7488,6.19,8241,5.76
25,8193,6.73,7057,5.35
25,2273,5.41,1450,6.37
25,8191,6.07,5665,6.15
25,5731,5.39,5471,5.21
25,7472,6.25,2411,5.07
25,7515,6.19,7461,5.8
25,2870,5.31,7710,5.42
25,5900,5.93,5626,6.71
25,2445,5.39,8117,6.02
25,2600,5.84,5990,6.54
25,7352,6.2,2390,5.4
25,2036,5.8,1661,6.14
25,7354,5.51,7279,6.22
25,2018,5.56,7500,5.33
25,7451,6.68,2980,5.61
25,7450,6.4,2122,5.15
25,7632,5.22,8250,6.19
25,4536,6.01,2320,6.17
25,7660,6.61,5622,6.33
25,5635,6.25,8158,6.53
25,7019,5.2,5510,5.15
25,2382,5.67,7503,5.77
25,2374,6.29,8178,6.5
25,7182,5.16,1670,5.82
25,5750,6.6,7512,5.38
25,2389,6.61,1121,5.79
25,2880,5.18,2025,5.78
25,7080,5.27,2597,5.61
25,8211,5.76,8205,6.62
25,4698,6.5,2384,5.92
25,2521,5.78,2518,5.67
25,5950,5.99,5533,5.31
25,7499,6.47,5870,6.78
25,2377,5.19,8311,5.88
25,2485,5.69,7505,6.1
25,5040,5.39,2515,6.09
25,2594,6.05,4619,6.46
25,7477,6.12,5849,6.65
25,2362,6.74,7340,6.68
25,7183,5.58,7820,5.39
25,8179,6.48,7320,6.54
25,8021,6.79,8280,6.38
25,7190,5.55,2152,6.93
25,7240,6.02,8341,6.25
25,7600,5.9,2635,5.22
25,7179,5.06,8206,6.43
25,7061,5.4,5390,5.59
25,8325,5.63,7014,5.15
25,7390,6.84,4645,6.73
25,5593,6.47,7507,6.25
25,7095,5.99,2092,6.28
25,5711,6.62,2514,5.19
25,2487,5.2,2056,6.34
25,7489,6.54,7475,6.33
25,1640,6.27,2235,5.64
25,5531,5.15,2359,5.87
25,4693,6.16,5250,6.08
25,8467,6.35,1595,6.22
25,4606,6.55,2037,6.42
25,2217,6.24,1660,6.49
25,7493,5.35,7501,6.85
25,2392,6.15,5455,5.79
25,7053,5.22,2500,6.16
25,7233,5.09,2038,5.09
25,5661,5.96,1903,5.5
25,1900,6.65,5875,6.03
25,1910,6.71,7490,5.52
25,7039,5.93,8260,6.18
25,2560,6.34,5500,5.42
25,2593,5.8,2575,5.46
25,7300,5.64,4609,6.71
25,2102,5.16,4672,6
25,4666,6.24,7205,5.56
25,7033,5.4,7248,5.22
26,5661,5.96,7061,5.4
26,7250,6.62,7900,6.5
26,2515,6.09,2442,6.17
26,7033,5.4,1605,6.59
26,7300,5.64,2107,5.53
26,5020,6.32,2020,5.68
26,8193,6.73,7240,6.02
26,2605,6.26,2102,5.16
26,2445,5.39,4600,6.41
26,8117,6.02,5530,5.38
26,2487,5.2,2308,5.22
26,2122,5.15,4605,5.59
26,7830,5.26,2377,5.19
26,2411,5.07,7014,5.15
26,4609,6.71,8220,6.5
26,7279,6.22,4601,6.82
26,7042,5.55,8205,6.62
26,7450,6.4,7505,6.1
26,4598,6.33,7660,6.61
26,7547,5.21,2037,6.42
26,5990,6.54,1333,6.11
26,5900,5.93,7509,6.03
26,2357,5.41,4672,6
26,2358,6.56,2152,6.93
26,8021,6.79,1810,6.52
26,8178,6.5,2032,5.58
26,2384,5.92,5711,6.62
26,5750,6.6,1659,6.57
26,2579,5.53,7351,5.82
26,1850,6.15,2606,5.92
26,4100,6.11,5395,5.34
26,1419,6.54,2521,5.78
26,1670,5.82,4677,6.58
26,8040,6.64,2616,5.97
26,8031,6.76,7291,6.35
26,7496,5.92,7506,5.34
26,8325,5.63,7402,5.98
26,2518,5.67,5471,5.21
26,2025,5.78,2635,5.22
26,8320,6.24,5800,6.36
26,1450,6.37,7195,6.02
26,5622,6.33,7352,6.2
26,7057,5.35,8341,6.25
26,8467,6.35,5720,6.31
26,2499,5.34,2980,5.61
26,4536,6.01,2593,5.8
26,8250,6.19,7340,6.68
26,4617,6.6,2010,6.25
26,1560,5.97,2381,5.25
26,1942,6.26,7482,6.36
26,8206,6.43,7461,5.8
26,2038,5.09,2880,5.18
26,7284,6.21,7460,6.81
26,2495,5.22,4698,6.5
26,8600,6.38,7019,5.2
26,4619,6.46,7530,6.71
26,2575,5.46,2019,6.07
26,7165,6.09,2351,5.49
26,4625,6.4,7039,5.93
26,7285,5.67,1640,6.27
26,2273,5.41,8192,5.52
26,4604,5.98,1910,6.71
26,8312,5.37,8311,5.88
26,2488,5.73,7499,6.47
26,2620,5.93,7017,5.18
26,7513,5.45,5410,6.11
26,1616,5.21,2191,5.3
26,5849,6.65,2235,5.64
26,7512,5.38,7283,5.5
26,5731,5.39,7183,5.58
26,8118,6.14,7477,6.12
26,7205,5.56,4606,6.55
26,2489,5.66,7451,6.68
26,5301,6.54,2320,6.17
26,7493,5.35,7236,5.64
26,4613,5.34,8465,5.96
26,9156,6.43,7233,5.09
26,8208,6.79,2597,5.61
26,2372,5.48,1650,6.65
26,5635,6.25,7504,5.67
26,7242,5.28,8211,5.76
26,1947,5.85,7710,5.42
26,2385,5.2,1903,5.5
26,5390,5.59,8191,6.07
26,5520,5.33,2594,6.05
26,1595,6.22,7238,6.43
26,7190,5.55,8130,6.58
26,5875,6.03,5740,5.21
26,7820,5.39,7632,5.22
26,2036,5.8,5665,6.15
26,5040,5.39,8161,6.71
26,5250,6.08,2302,6.43
26,7100,5.24,7489,6.54
26,7281,6.4,7001,5.32
26,8251,6.16,2720,5.43
26,2342,6.2,2362,6.74
26,5593,6.47,1720,6.79
26,7488,6.19,2500,6.16
26,7620,5.78,7192,5.77
26,7503,5.77,5890,6.67
27,8465,5.96,5628,6.51
27,2515,6.09,2372,5.48
27,7450,6.4,7490,5.52
27,8179,6.48,2511,6.21
27,7504,5.67,2411,5.07
27,5510,5.15,2351,5.49
27,2092,6.28,7026,5.38
27,2442,6.17,7546,5.4
27,7496,5.92,5750,6.6
27,2616,5.97,7547,5.21
27,4605,5.59,2217,6.24
27,7061,5.4,2358,6.56
27,2235,5.64,7477,6.12
27,7053,5.22,1675,5.24
27,1903,5.5,7461,5.8
27,1333,6.11,2506,5.67
27,8250,6.19,1661,6.14
27,7489,6.54,7190,5.55
27,8118,6.14,7820,5.39
27,8192,5.52,4600,6.41
27,2870,5.31,7237,5.43
27,1419,6.54,8251,6.16
27,7481,6.53,4677,6.58
27,2513,5.8,4693,6.16
27,2032,5.58,5390,5.59
27,2308,5.22,5250,6.08
27,5471,5.21,2359,5.87
27,7505,6.1,2273,5.41
27,7507,6.25,8117,6.02
27,1616,5.21,1810,6.52
27,7440,6.32,2037,6.42
27,1450,6.37,4598,6.33
27,6250,6.32,7001,5.32
27,7238,6.43,2320,6.17
27,8325,5.63,8600,6.38
27,7140,5.5,9156,6.43
27,7390,6.84,7279,6.22
27,8205,6.62,5520,5.33
27,7488,6.19,7192,5.77
27,4619,6.46,2606,5.92
27,5726,6.23,7402,5.98
27,2018,5.56,7509,6.03
27,2980,5.61,7052,5.33
27,2594,6.05,5533,5.31
27,5040,5.39,7281,6.4
27,1942,6.26,1121,5.79
27,8191,6.07,2152,6.93
27,1640,6.16,2620,5.93
27,7284,6.21,7710,5.42
27,2435,5.84,7289,6.32
27,5593,6.47,5875,6.03
27,7236,5.64,7506,5.34
27,1947,5.85,8211,5.76
27,7233,5.09,4536,6.01
27,1659,6.57,4672,6
27,4625,6.4,7513,5.45
27,7291,6.35,5900,5.93
27,8241,5.76,1595,6.22
27,5764,6.74,2382,5.67
27,7515,6.19,7096,5.54
27,5410,6.11,5301,6.54
27,1850,6.15,7510,6.05
27,1910,6.71,1640,6.27
27,2392,6.15,2560,6.34
27,7188,5.5,7530,6.71
27,2445,5.39,2487,5.2
27,2025,5.78,8130,6.58
27,2060,6.49,1720,6.79
27,7503,5.77,7165,6.09
27,7660,6.61,2499,5.34
27,2635,5.22,5665,6.15
27,7495,5.9,4100,6.11
27,5711,6.62,2518,5.67
27,7351,5.82,8220,6.5
27,8050,6.24,4604,5.98
27,7183,5.58,7475,6.33
27,8312,5.37,8021,6.79
27,2019,6.07,2357,5.41
27,7500,5.33,7900,6.5
27,7017,5.18,4601,6.82
27,2102,5.16,2489,5.66
27,5800,6.36,5890,6.67
27,2605,6.26,2500,6.16
27,5731,5.39,5395,5.34
27,5990,6.54,8341,6.25
27,1900,6.65,7472,6.25
27,5300,6.91,2342,6.2
27,8158,6.53,2107,5.53
27,5870,6.78,7205,5.56
27,7285,5.67,7248,5.22
27,1313,5.65,2597,5.61
27,7493,5.35,4698,6.5
27,7095,5.99,5626,6.71
27,5635,6.25,2377,5.19
27,8178,6.5,7283,5.5
27,7250,6.62,5720,6.31
27,1650,6.65,1660,6.49
27,7057,5.35,4650,6.96
27,7021,5.21,5215,6.83
27,2191,5.3,7320,6.54
28,4698,6.5,5665,6.15
28,8220,6.5,1419,6.54
28,2320,6.17,2038,5.09
28,2372,5.48,8280,6.38
28,8118,6.14,2036,5.8
28,8260,6.18,8241,5.76
28,5455,5.79,2390,5.4
28,5635,6.25,1942,6.26
28,8467,6.35,5950,5.99
28,1720,6.79,8050,6.24
28,2506,5.67,4609,6.71
28,2020,5.68,7509,6.03
28,5040,5.39,4645,6.73
28,8208,6.79,7033,5.4
28,7440,6.32,2620,5.93
28,7233,5.09,7477,6.12
28,2514,5.19,1670,5.82
28,7515,6.19,7513,5.45
28,7710,5.42,7501,6.85
28,5731,5.39,8465,5.96
28,1313,5.65,7352,6.2
28,1903,5.5,5390,5.59
28,7354,5.51,8021,6.79
28,7165,6.09,2575,5.46
28,7026,5.38,4617,6.6
28,7900,6.5,2217,6.24
28,2010,6.25,2308,5.22
28,2513,5.8,7488,6.19
28,5531,5.15,7500,5.33
28,1450,6.37,1640,6.27
28,2339,6.72,7351,5.82
28,4666,6.24,5711,6.62
28,5661,5.96,1605,6.59
28,1900,6.65,7504,5.67
28,7283,5.5,2377,5.19
28,5395,5.34,4606,6.55
28,4598,6.33,2606,5.92
28,8031,6.76,7460,6.81
28,2485,5.69,7001,5.32
28,7095,5.99,7289,6.32
28,2032,5.58,8341,6.25
28,2487,5.2,2025,5.78
28,1640,6.16,7140,5.5
28,4605,5.59,7042,5.55
28,7482,6.36,4536,6.01
28,7237,5.43,5533,5.31
28,2273,5.41,7499,6.47
28,7190,5.55,5500,5.42
28,8193,6.73,5520,5.33
28,2435,5.84,1661,6.14
28,7183,5.58,2579,5.53
28,2382,5.67,2720,5.43
28,7017,5.18,7493,5.35
28,5020,6.32,2342,6.2
28,2302,6.43,7600,5.9
28,2385,5.2,5530,5.38
28,5875,6.03,4672,6
28,7238,6.43,7472,6.25
28,7506,5.34,4613,5.34
28,7510,6.05,7550,5.27
28,7291,6.35,7300,5.64
28,8191,6.07,2381,5.25
28,8205,6.62,7019,5.2
28,2635,5.22,2500,6.16
28,7248,5.22,2359,5.87
28,2980,5.61,5890,6.67
28,8130,6.58,1659,6.57
28,7450,6.4,8320,6.24
28,2107,5.53,7620,5.78
28,7461,5.8,4600,6.41
28,4677,6.58,2037,6.42
28,2515,6.09,2870,5.31
28,8178,6.5,2191,5.3
28,7320,6.54,7402,5.98
28,2384,5.92,6250,6.32
28,4601,6.82,5215,6.83
28,2445,5.39,7096,5.54
28,1947,5.85,5750,6.6
28,5628,6.51,2560,6.34
28,7021,5.21,2521,5.78
28,2305,5.41,1810,6.52
28,8620,6.04,7080,5.27
28,5250,6.08,2357,5.41
28,2152,6.93,5300,6.91
28,4100,6.11,8325,5.63
28,7503,5.77,5471,5.21
28,5900,5.93,5626,6.71
28,2499,5.34,8192,5.52
28,1333,6.11,2605,6.26
28,8161,6.71,2580,5.71
28,7100,5.24,7240,6.02
28,1121,5.79,7250,6.62
28,8206,6.43,2880,5.18
28,7182,5.16,7340,6.68
28,1595,6.22,4619,6.46
28,7481,6.53,2518,5.67
28,5800,6.36,7286,6.36
28,2495,5.22,4650,6.96
28,2597,5.61,7039,5.93
28,4625,6.4,2122,5.15
29,8179,6.48,1660,6.49
29,7501,6.85,2302,6.43
29,7550,5.27,2377,5.19
29,7284,6.21,4677,6.58
29,7195,6.02,7461,5.8
29,5471,5.21,5731,5.39
29,7547,5.21,7080,5.27
29,2521,5.78,1675,5.24
29,5250,6.08,7504,5.67
29,7900,6.5,2372,5.48
29,8325,5.63,7095,5.99
29,6250,6.32,2435,5.84
29,1850,6.15,2580,5.71
29,7505,6.1,8341,6.25
29,7340,6.68,8161,6.71
29,2392,6.15,2389,6.61
29,7236,5.64,1720,6.79
29,1419,6.54,5020,6.32
29,4613,5.34,7238,6.43
29,7495,5.9,1640,6.27
29,7183,5.58,2036,5.8
29,1650,6.65,2870,5.31
29,1903,5.5,7179,5.06
29,7510,6.05,7402,5.98
29,2594,6.05,4600,6.41
29,8312,5.37,7512,5.38
29,7499,6.47,8220,6.5
29,7279,6.22,7242,5.28
29,8050,6.24,2513,5.8
29,7450,6.4,5390,5.59
29,7351,5.82,4625,6.4
29,5300,6.91,1670,5.82
29,1640,6.16,2359,5.87
29,2358,6.56,2511,6.21
29,7053,5.22,4617,6.6
29,2273,5.41,7248,5.22
29,8320,6.24,2606,5.92
29,2037,6.42,7488,6.19
29,4672,6,2900,6.62
29,7061,5.4,8311,5.88
29,8021,6.79,5950,5.99
29,7017,5.18,8205,6.62
29,7820,5.39,5301,6.54
29,2362,6.74,2217,6.24
29,5533,5.31,7497,5.19
29,1908,5.28,7291,6.35
29,5900,5.93,7477,6.12
29,5040,5.39,2092,6.28
29,2056,6.34,8031,6.76
29,1616,5.21,2411,5.07
29,4606,6.55,1605,6.59
29,8465,5.96,2385,5.2
29,1450,6.37,2320,6.17
29,7140,5.5,7515,6.19
29,5622,6.33,5593,6.47
29,7052,5.33,7660,6.61
29,2107,5.53,2305,5.41
29,2342,6.2,9156,6.43
29,7509,6.03,2382,5.67
29,7026,5.38,8467,6.35
29,1659,6.57,2600,5.84
29,7042,5.55,4609,6.71
29,1595,6.22,5726,6.23
29,5395,5.34,4693,6.16
29,2357,5.41,7440,6.32
29,7233,5.09,2390,5.4
29,7249,5.24,5628,6.51
29,4666,6.24,8208,6.79
29,8251,6.16,2308,5.22
29,2880,5.18,2720,5.43
29,2025,5.78,7033,5.4
29,2018,5.56,7057,5.35
29,1947,5.85,5750,6.6
29,4100,6.11,2010,6.25
29,2445,5.39,7283,5.5
29,5990,6.54,8117,6.02
29,7506,5.34,7320,6.54
29,5875,6.03,5531,5.15
29,5764,6.74,7188,5.5
29,5635,6.25,8118,6.14
29,7100,5.24,2575,5.46
29,7205,5.56,8193,6.73
29,7001,5.32,8211,5.76
29,5849,6.65,5665,6.15
29,2593,5.8,2442,6.17
29,1313,5.65,8192,5.52
29,1910,6.71,7451,6.68
29,7237,5.43,4598,6.33
29,5626,6.71,2499,5.34
29,8158,6.53,1810,6.52
29,2032,5.58,5740,5.21
29,1900,6.65,7286,6.36
29,8250,6.19,2102,5.16
29,2980,5.61,7285,5.67
29,4536,6.01,7489,6.54
29,7507,6.25,7482,6.36
29,2500,6.16,5410,6.11
